"Airport Name","latitude_deg","longitude_deg","iata_code","","City Name","lat","lng"
"","","","","","Elandakuttai","11.3992","77.7782"
"","","","","","Belari","25.9655","86.9161"
"","","","","","Tekkampatti","11.2559","76.8872"
"","","","","","Matar","22.75","72.68"
"","","","","","Shedbal","16.6892","74.7543"
"","","","","","Kalikapur","26.4956","86.089"
"","","","","","Peddaboddepalle","17.6606","82.6296"
"","","","","","Sahpur","25.7035","85.1483"
"","","","","","Udayendram","12.6962","78.6227"
"","","","","","Beldanga","24.7041","87.873"
"","","","","","Mangawan","24.6675","81.5464"
"","","","","","Ratan","25.4349","86.6432"
"","","","","","Marui","24.8639","85.6338"
"","","","","","Pimpalgaon Raja","20.7167","76.4333"
"","","","","","Mulakaledu","14.3648","76.9267"
"","","","","","Billapadu","16.6364","80.9661"
"","","","","","Musapur","25.6417","87.4154"
"","","","","","Aravakkurichchi","10.776","77.9076"
"","","","","","Pyapali","15.2669","77.7611"
"","","","","","Jangid","18.4475","79.8414"
"","","","","","Tondangi","17.25","82.4667"
"","","","","","Hebli","15.4858","75.1283"
"","","","","","Petlawad","23.0108","74.7961"
"","","","","","Seven Pagodas","12.6197","80.1944"
"","","","","","Salua","22.61","88.27"
"","","","","","Cumbum","15.5667","79.1167"
"","","","","","Puliyur","10.9499","78.1453"
"","","","","","Hathiaundha","25.7223","86.9972"
"","","","","","Lakhaura","26.7522","84.9647"
"","","","","","Gurramkonda","13.7833","78.5833"
"","","","","","Mallapuram","11.9823","78.248"
"","","","","","Telua","26.6396","84.5108"
"","","","","","Gangapur","25.5136","86.8957"
"","","","","","Warni","18.5436","77.9072"
"","","","","","Srivardhan","18.0333","73.0167"
"","","","","","Koduman","9.1917","76.8"
"","","","","","Bhoj","16.5333","74.45"
"","","","","","Itki Thakurgaon","23.3456","85.1114"
"","","","","","Khaira","26.3433","87.1476"
"","","","","","Chautham","25.5439","86.6567"
"","","","","","Bilaua","26.0501","78.2752"
"","","","","","Babhani Bholwa","26.0876","86.7456"
"","","","","","Bhatranha","25.9846","86.6348"
"","","","","","Changamkari","9.3667","76.5333"
"","","","","","Putaparti","14.166","77.811"
"","","","","","Tabhka Khas","25.6518","85.9426"
"","","","","","Hasanpur","26.1147","87.2319"
"","","","","","Jadia","26.0937","86.9852"
"","","","","","Bina","26.0792","86.6326"
"","","","","","Kohir","17.6","77.7167"
"","","","","","Hasanganj","26.78","80.67"
"","","","","","Peddapalle","14.4046","78.9456"
"","","","","","Devendranagar","24.6169","80.3789"
"","","","","","Rajni","25.8132","86.9772"
"","","","","","Ekma","25.967","84.5383"
"","","","","","Revur","16.8216","79.9926"
"","","","","","Ochanthururtha","10","76.2333"
"","","","","","Satyamangala","13.0193","76.1243"
"","","","","","Udiyavara","13.3097","74.7366"
"","","","","","Kutavettur","8.9167","76.75"
"","","","","","Islampur","24.1548","88.4665"
"","","","","","Aruvikkara","8.3331","77.2788"
"","","","","","Kaintragarh","20.7211","84.5351"
"","","","","","Konarka","19.8878","86.0948"
"","","","","","Shamsa","25.623","85.931"
"","","","","","Naduvattam","11.4808","76.5437"
"","","","","","Saidpur","25.5436","86.564"
"","","","","","Barajor","24.7992","86.3731"
"","","","","","Pavannur","11.95","75.5"
"","","","","","Tillor Khurd","22.617","75.948"
"","","","","","Chettikulam","8.0943","77.5614"
"","","","","","Aivanallur","11.2161","79.5392"
"","","","","","Shafinagar","28.4117","78.1365"
"","","","","","Damalcheruvu","13.4833","79.05"
"","","","","","Cortalim","15.3978","73.9106"
"","","","","","Majhgawan","24.8","80.8"
"","","","","","Hombal","15.5164","75.5556"
"","","","","","Bellatti","12.65","78"
"","","","","","Singhanwala","30.7699","75.1218"
"","","","","","Hullahalli","12.1","76.55"
"","","","","","Muttamtura","8.13","77.32"
"","","","","","Sathamba","23.1691","73.3266"
"","","","","","Valattur","12.8899","78.8394"
"","","","","","Nedumpura","10.3903","76.1514"
"","","","","","Turori","17.8278","76.6903"
"","","","","","Khandhar","26.0233","76.6097"
"","","","","","Shirud","20.7167","74.9"
"","","","","","Galatge","16.42","74.58"
"","","","","","Vasa","22.66","72.75"
"","","","","","Kaguchi","11.4519","76.8061"
"","","","","","Yelur","15.7817","74.5178"
"","","","","","Mandleshwar","22.176","75.6599"
"","","","","","Andipalaiyam","11.092","77.315"
"","","","","","Kurichchi","11.5701","77.6969"
"","","","","","Harohalli","12.6807","77.4743"
"","","","","","Goluwali","29.63","74.06"
"","","","","","Adra","23.5","86.67"
"","","","","","Vallur","13.256","80.2818"
"","","","","","Majholi","23.5011","79.924"
"","","","","","Ganjam","19.387","85.0508"
"","","","","","Chandi","25.7296","87.5195"
"","","","","","Chemmanam","9.8072","76.2774"
"","","","","","Yellareddi","18.1859","78.0212"
"","","","","","Lanji","21.5018","80.5406"
"","","","","","Sembedu","13.1298","79.5634"
"","","","","","Lakkundi","15.3897","75.7183"
"","","","","","Pursa","26.3019","86.4778"
"","","","","","Kunnumel","9.35","76.4"
"","","","","","Badarpur","24.8685","92.5961"
"","","","","","Kela Khera","29.09","79.19"
"","","","","","Ammur","12.975","79.3628"
"","","","","","Sindhnur","15.77","76.7556"
"","","","","","Aiyampuzha","10.25","76.4667"
"","","","","","Valangiman","10.8897","79.394"
"","","","","","Jhandapur","25.3995","86.9479"
"","","","","","Parapatti","12.1083","78.0198"
"","","","","","Champapur","26.8881","84.834"
"","","","","","Alampur","15.8793","78.1334"
"","","","","","Hanamsagar","15.8722","76.0431"
"","","","","","Vellalapuram","11.6525","77.938"
"","","","","","Barharwa","24.8571","87.779"
"","","","","","Chailaha","26.6738","84.8801"
"","","","","","Nagarur","8.7333","76.85"
"","","","","","Chipurupalle","18.3","83.5667"
"","","","","","Madhuban","26.4386","85.1357"
"","","","","","Avalpundurai","11.231","77.7182"
"","","","","","Hariharpara","24.0468","88.4244"
"","","","","","Kumaramangalam","11.3676","77.93"
"","","","","","Tendukheda","23.3962","79.5395"
"","","","","","Cherrapunji","25.284","91.721"
"","","","","","Kumaripur","25.4425","87.6217"
"","","","","","Nenmini","11.0528","76.2083"
"","","","","","Benipati","26.4442","85.9083"
"","","","","","Devarapalle","17.03","81.37"
"","","","","","Palod","8.7033","77.0264"
"","","","","","Sanquelim","15.5027","73.7669"
"","","","","","Kamrawan","25.6956","85.838"
"","","","","","Curtorim","15.28","74.03"
"","","","","","Hasanpur Juned","25.5915","85.5238"
"","","","","","Cherupazhasshi","12.0916","75.4414"
"","","","","","Perunkolattur","12.043","78.9174"
"","","","","","Ijra","26.3119","86.0037"
"","","","","","Garhpura","25.6638","86.1818"
"","","","","","Vaddapalli","18.5323","77.8959"
"","","","","","Andurkonam","8.5969","76.8664"
"","","","","","Baladharmaram","17.4104","79.969"
"","","","","","Sahit","25.5888","85.7948"
"","","","","","Chhapia","26.0831","84.8447"
"","","","","","Tirumalaiyampalaiyam","10.879","76.9295"
"","","","","","Koteshwar","13.607","74.75"
"","","","","","Kodangipatti","9.992","77.4332"
"","","","","","Kurumbalur","11.236","78.8005"
"","","","","","Paramati","11.1544","78.0213"
"","","","","","Manantheri","11.8428","75.615"
"","","","","","Pudur","9.0001","77.2076"
"","","","","","Kamalganj","27.27","79.65"
"","","","","","Rasulpur Dhuria","25.5693","87.0375"
"","","","","","Mulakad","9.8902","76.6546"
"","","","","","Kaonke","30.7659","75.4172"
"","","","","","Vubatalai","11.3597","76.7649"
"","","","","","Tiruvasaladi","11.4013","79.7746"
"","","","","","Alanganallur","10.047","78.0903"
"","","","","","Kankipadu","16.45","80.7833"
"","","","","","Vemuluru","16.9337","81.8057"
"","","","","","Paliaturutu","10.2959","76.1581"
"","","","","","Sinha","25.6902","84.6291"
"","","","","","Holalagondi","15.4873","77.0464"
"","","","","","Satyun","28.5667","75.1167"
"","","","","","Kelamangalam","12.6031","77.8519"
"","","","","","Dinmanpur","25.9112","85.9288"
"","","","","","Thillangeri","11.95","75.6167"
"","","","","","Baligaon","25.4196","84.4951"
"","","","","","Talya","14.042","76.184"
"","","","","","Kanjikkovil","11.3689","77.5962"
"","","","","","Jitwarpur Nizamat","25.8489","85.8006"
"","","","","","Lakkampatti","11.4461","77.4118"
"","","","","","Palayad","11.5847","75.7528"
"","","","","","Akora","26.4721","78.7989"
"","","","","","Paniem","15.5167","78.35"
"","","","","","Kottacheruvu","14.1886","77.7658"
"","","","","","Darpa","26.84","84.9774"
"","","","","","Tiruppachur","13.1384","79.8764"
"","","","","","Relangi","16.705","81.647"
"","","","","","Bijaipur","26.0556","77.3697"
"","","","","","Halwara","30.7167","75.65"
"","","","","","Gundlapelle","16.4102","79.8813"
"","","","","","Siswa","26.6214","84.6739"
"","","","","","Nagireddipalli","14.2701","79.1013"
"","","","","","Kusaha","26.2077","86.9587"
"","","","","","Kannamanayakkanur","10.5527","77.269"
"","","","","","Pandhana","21.6982","76.2249"
"","","","","","Pakarya Harsidhi","26.6526","84.7198"
"","","","","","Suwasra","24.0698","75.6523"
"","","","","","Nadisal","13.1326","74.7777"
"","","","","","Gavinivaripalem","15.8378","80.4315"
"","","","","","Surajpura","25.2576","86.2283"
"","","","","","Sadhoa","25.4049","87.198"
"","","","","","Lingal","16.2833","78.5167"
"","","","","","Chinnavadampatti","11.0615","76.9838"
"","","","","","Lakho","25.4113","86.1792"
"","","","","","Barhni","27.4972","82.7861"
"","","","","","Harduli","22.9278","79.903"
"","","","","","Babhangawan","25.3674","86.9501"
"","","","","","Nawada","25.5431","85.924"
"","","","","","Pakala","15.2694","80.072"
"","","","","","Markacho","24.3263","85.8346"
"","","","","","Roh","24.8905","85.675"
"","","","","","Khallikot","19.6091","85.0861"
"","","","","","Tiruvalanjuli","10.9449","79.3286"
"","","","","","Lagunia Surajkanth","25.8304","85.7887"
"","","","","","Tarlapalli","18.8345","79.4907"
"","","","","","Srinagar","26.783","84.3018"
"","","","","","Shatrana","29.9102","76.1202"
"","","","","","Narahia","26.3681","86.5434"
"","","","","","Bara","24.3146","87.9643"
"","","","","","Sirmaur","24.8365","81.3645"
"","","","","","Kolwara","25.3538","86.77"
"","","","","","Baqiabad","25.1","82.9"
"","","","","","Satwas","22.5363","76.6845"
"","","","","","Davorlim","15.2722","73.9924"
"","","","","","Alur","15.3942","77.2264"
"","","","","","Dornakal","17.447","80.151"
"","","","","","Tirkarur","10.0667","76.6167"
"","","","","","Kharki","23.9165","85.8596"
"","","","","","Barhi","23.9033","80.8152"
"","","","","","Vadugapatti","11.1518","77.7375"
"","","","","","Chik Banavar","13.0846","77.5014"
"","","","","","Paidiipalli","18.0172","79.6159"
"","","","","","Mutyalapalle","16.4019","81.5703"
"","","","","","Nagra","25.968","83.873"
"","","","","","Haldibari","26.33","88.77"
"","","","","","Tupran","17.8452","78.4787"
"","","","","","Hargawan","25.1428","85.5652"
"","","","","","Mohanpur Gaughata","25.3345","87.3404"
"","","","","","Karempudi","16.4333","79.7167"
"","","","","","Vasad","22.45","73.0667"
"","","","","","Puraini","25.5968","86.9892"
"","","","","","Kamatgi","16.119","75.8482"
"","","","","","Tezu","27.92","96.17"
"","","","","","Doria Sonapur","26.183","87.3873"
"","","","","","Penuganchiprolu","16.9033","80.2356"
"","","","","","Sailana","23.4622","74.9232"
"","","","","","Patiali","27.7167","79.0167"
"","","","","","Barela","23.0968","80.0508"
"","","","","","Thondiamannu","9.2639","76.8833"
"","","","","","Baulia","25.399","87.6002"
"","","","","","Bihpuriagaon","27.0172","93.9167"
"","","","","","Narhan","25.6941","86.0074"
"","","","","","Bhanukumari","26.3395","89.7697"
"","","","","","Hindalgi","16.1364","74.6547"
"","","","","","Muttukuru","14.2667","80.1"
"","","","","","Lakhsetipet","18.8873","79.2069"
"","","","","","Palda","22.68","75.8939"
"","","","","","Walajabad","12.7904","79.8236"
"","","","","","Gua","22.2136","85.3877"
"","","","","","Jori Kalan","24.2045","84.877"
"","","","","","Polaia Kalan","23.2119","76.5529"
"","","","","","Chikhli Kalan","22.2152","78.743"
"","","","","","Kottavalasa","17.9","83.2"
"","","","","","Kizhariyur","11.4833","75.6833"
"","","","","","Karkudalpatti","11.5002","78.3521"
"","","","","","Viraghattam","18.6833","83.6"
"","","","","","Salimpur","25.248","86.2347"
"","","","","","Mangoli","16.65","75.81"
"","","","","","Huliyar","13.5828","76.5361"
"","","","","","Kambainellur","12.2071","78.3187"
"","","","","","Korangal","17.107","77.627"
"","","","","","Anantarazupeta","14.0014","79.3319"
"","","","","","Bariariya","26.5105","84.7165"
"","","","","","Unguturu","16.823","81.4238"
"","","","","","Bikkavolu","16.95","82.05"
"","","","","","Ghaura","24.5059","79.0781"
"","","","","","Vedasandur","10.531","77.9502"
"","","","","","Manoharpur","22.3746","85.1923"
"","","","","","Mannur","17.2994","76.0984"
"","","","","","Chikitigarh","19.2023","84.6145"
"","","","","","Raje","26.2216","86.1454"
"","","","","","Kukdeshwar","24.4828","75.2675"
"","","","","","Kodanad","10.18","76.51"
"","","","","","Padavedu","12.673","79.1047"
"","","","","","Saren","25.1149","84.9744"
"","","","","","Kashti","18.5492","74.5822"
"","","","","","Pannimadai","11.0823","76.9164"
"","","","","","Nagardevla Budrukh","20.5667","75.2167"
"","","","","","Terkuvenganallur","9.4052","77.5408"
"","","","","","Barkuhi","22.1901","78.7047"
"","","","","","Chebrolu","16.8206","81.4048"
"","","","","","Siddapur","14.347","74.894"
"","","","","","Alangudi","10.3604","78.9779"
"","","","","","Panr","25.6884","85.798"
"","","","","","Odlabari","26.8594","88.6214"
"","","","","","Tamarakulam","8.1325","77.4848"
"","","","","","Pansemal","21.6598","74.6994"
"","","","","","Nallagunta","16.5763","80.6854"
"","","","","","Talbahat","25.042","78.433"
"","","","","","Pirangut","18.5115","73.6801"
"","","","","","Bhulwal","32.8094","74.7683"
"","","","","","Orumanayur","10.5583","76.0347"
"","","","","","Raghudebbati","22.53","88.2"
"","","","","","Katravulapalle","17.1277","82.0831"
"","","","","","Antarvedipalem","16.3319","81.732"
"","","","","","Jitwarpur Kumhra","25.7852","85.7044"
"","","","","","Pulur","18.1","78.85"
"","","","","","Kutavur","8.7833","76.8167"
"","","","","","Rambha","19.4433","84.9881"
"","","","","","Sur Singh","31.3992","74.716"
"","","","","","Kilattingal","8.6891","76.7877"
"","","","","","Chapra","23.5391","88.5467"
"","","","","","Siroda","15.3292","74.0271"
"","","","","","Phulwar","26.8148","84.843"
"","","","","","Gudur","17.7956","79.9747"
"","","","","","Eraura","24.613","84.4555"
"","","","","","Doranahalli","16.7324","76.9162"
"","","","","","Byahatti","15.4468","75.2054"
"","","","","","Bela","25.8103","85.0157"
"","","","","","Rajim","20.965","81.8817"
"","","","","","Tamar","23.0488","85.649"
"","","","","","Ponnampatti","10.3668","78.3955"
"","","","","","Sumbal","34.2307","74.6472"
"","","","","","Vammanal","12.0281","75.7093"
"","","","","","Sasan","25.6883","86.1907"
"","","","","","Karugamad","10.4667","76.1"
"","","","","","Kottaiyur","10.1096","78.7956"
"","","","","","Amari","25.7179","86.0839"
"","","","","","Suknadanga","24.46","88.05"
"","","","","","Karai","12.9377","79.3163"
"","","","","","Uttukkottai","13.3354","79.898"
"","","","","","Barari","25.5068","87.3761"
"","","","","","Barjora","23.4333","87.2833"
"","","","","","Ilampillai","11.6066","78.0068"
"","","","","","Keal","25.1218","84.6324"
"","","","","","Turuttiyad","11.5167","75.65"
"","","","","","Ranapur","22.647","74.5212"
"","","","","","Alewah","29.4767","76.4522"
"","","","","","Rajasur","17.86","76.95"
"","","","","","Brahmanandapuram","16.9583","82.0056"
"","","","","","Annaram","16.784","79.302"
"","","","","","Mirzapur","26.1616","87.2349"
"","","","","","Kongarapalli","10.0448","76.3552"
"","","","","","Pali","26.0576","86.3097"
"","","","","","Ganguvarpatti","10.1694","77.6973"
"","","","","","Sutihar","25.8482","84.9712"
"","","","","","Boha","29.8348","75.5237"
"","","","","","Mankal","17.2014","78.4678"
"","","","","","Rajnagar","23.95","87.32"
"","","","","","Chaugain","25.4801","84.2328"
"","","","","","Belwara","25.7443","86.4755"
"","","","","","Amaha","26.1284","86.7998"
"","","","","","Belsandi Tara","25.7722","85.9608"
"","","","","","Perdur","13.3844","74.9029"
"","","","","","Narasingapuram","12.9728","79.284"
"","","","","","Attibele","12.7781","77.7726"
"","","","","","Hunasagi","16.4575","76.5239"
"","","","","","Sukma","18.4","81.6667"
"","","","","","Viraganur","11.4761","78.7355"
"","","","","","Muttunayakkanpatti","11.7125","78.033"
"","","","","","Khergam","20.63","73.09"
"","","","","","Kelangah","28.87","76.3285"
"","","","","","Kubadupuram","16.468","79.9539"
"","","","","","Krishnarayapuram","10.9563","78.2782"
"","","","","","Dumri","26.9873","84.0752"
"","","","","","Bhogpur","31.55","75.63"
"","","","","","Jiran","24.3087","74.8909"
"","","","","","Polukallu","15.8284","77.7431"
"","","","","","Tumbippadi","11.808","78.0783"
"","","","","","Sagar","16.6249","76.8015"
"","","","","","Tati","23.3772","85.4379"
"","","","","","Linganaboyinacherla","16.3961","81.6598"
"","","","","","Kishanpur Ratwara","25.4822","86.8511"
"","","","","","Polavaram","17.2479","81.6432"
"","","","","","Tarauna","26.2371","87.5123"
"","","","","","Iskapalli","14.7363","80.0981"
"","","","","","Parihara","25.5378","86.2728"
"","","","","","Dogachi","24.6195","87.9221"
"","","","","","Mandalgarh","25.2","75.1"
"","","","","","Kauriya","26.1517","84.6948"
"","","","","","Gangaikondan","11.5389","79.4765"
"","","","","","Valayam","11.7214","75.6697"
"","","","","","Haidarnagar","24.4883","83.9443"
"","","","","","Vellodu","10.3048","77.9552"
"","","","","","Vembarpatti","10.25","78.1167"
"","","","","","Khajawa","24.9174","79.9269"
"","","","","","Irikkur","11.97","75.57"
"","","","","","Colangute","15.5417","73.7619"
"","","","","","Turuvanur","14.22","76.4"
"","","","","","Nawagarh","31.1899","77.6261"
"","","","","","Gangavalli","11.4983","78.6461"
"","","","","","Bideipur","21.0147","86.8195"
"","","","","","Tibri","31.9854","75.4316"
"","","","","","Madanpur","25.867","86.7875"
"","","","","","Simri","26.1639","85.7617"
"","","","","","Arugollu","16.8253","81.5775"
"","","","","","Kodigenahalli","13.8608","77.4792"
"","","","","","Singalandapuram","11.4166","78.2224"
"","","","","","Amrabad","16.3833","78.8333"
"","","","","","Chityal","17.2333","79.1333"
"","","","","","Kannivadi","10.3794","77.8303"
"","","","","","Nawada","26.0881","86.153"
"","","","","","Manavalakurichi","8.1478","77.3055"
"","","","","","Barghat","22.0306","79.7328"
"","","","","","Badarwas","24.9752","77.5649"
"","","","","","Gopalpur","26.1317","84.3594"
"","","","","","Kudachi","16.48","74.78"
"","","","","","Palkur","15.4144","78.2507"
"","","","","","Bodagudipadu","14.7385","79.8602"
"","","","","","Darihat","24.9702","84.2319"
"","","","","","Malepur","24.974","86.2555"
"","","","","","Sobraon","31.1833","74.85"
"","","","","","Tamaraikkulam","10.1085","77.5553"
"","","","","","Sher Chakla","25.3848","86.6952"
"","","","","","Tummalapenta","15.0278","78.0234"
"","","","","","Kovilur","12.5537","78.9168"
"","","","","","Kaleyanpur","26.4297","84.9327"
"","","","","","Mohda","21.2751","81.6676"
"","","","","","Tiruppanandal","11.0919","79.4538"
"","","","","","Vempalle","13.5382","78.4604"
"","","","","","Chak Husaini","25.5169","86.5566"
"","","","","","Karma","23.684","85.5706"
"","","","","","Kannadiparamba","11.935","75.403"
"","","","","","Kaladgi","16.204","75.5"
"","","","","","Madanpur","23.02","88.48"
"","","","","","Bhimadolu","16.8144","81.2617"
"","","","","","Isagarh","24.8391","77.8827"
"","","","","","Barahari","25.7652","87.0937"
"","","","","","Ajjampur","13.7279","76.0068"
"","","","","","Bilaspur","31.33","76.75"
"","","","","","Avalepalli","12.7714","77.8594"
"","","","","","Domkonda","18.2561","78.4377"
"","","","","","Kunjatturu","12.7431","74.8861"
"","","","","","Dantewara","18.9","81.339"
"","","","","","Pitlam","18.2227","77.8238"
"","","","","","Balhapur","25.3511","86.2122"
"","","","","","Ottaikkalmantapam","10.8827","76.9943"
"","","","","","Mahuwa Singhrai","25.8168","85.3853"
"","","","","","Babhanganwa","26.1398","86.8464"
"","","","","","Karpi","25.1612","84.7299"
"","","","","","Chengara","10.129","76.373"
"","","","","","Atner","21.6238","77.9152"
"","","","","","Mohania","25.1692","83.6192"
"","","","","","Nighoj","18.9597","74.2769"
"","","","","","Rayapalle","16.2828","81.2504"
"","","","","","Razole","16.4743","81.8402"
"","","","","","Sisai","26.1899","84.5643"
"","","","","","Duvva","16.7792","81.6242"
"","","","","","Amingarh","16.0572","75.9489"
"","","","","","Gondalga","17.8053","79.8944"
"","","","","","Patalia","25.66","86.0066"
"","","","","","Dattapulia","23.24","88.7058"
"","","","","","Dhana","23.747","78.8623"
"","","","","","Nalatvad","16.34","76.14"
"","","","","","Lala","24.5542","92.6159"
"","","","","","Kurtkoti","15.3681","75.5239"
"","","","","","Bishenpur","24.6282","93.761"
"","","","","","Rahui","25.2728","85.5555"
"","","","","","Karnawad","22.7361","76.2439"
"","","","","","Rukhae","25.3269","85.3725"
"","","","","","Kheri Naru","29.6479","76.911"
"","","","","","Beur","25.569","85.0944"
"","","","","","Janapadu","16.4617","79.8699"
"","","","","","Borgaon","16.42","74.58"
"","","","","","Kodriva","22.5342","75.7725"
"","","","","","Avidha","21.6651","73.0366"
"","","","","","Perungala","9.1764","76.5278"
"","","","","","Siriari","25.6733","73.8084"
"","","","","","Karuvellur","12.1733","75.2097"
"","","","","","Sikat","25.5186","87.4423"
"","","","","","Chandla","25.0715","80.1929"
"","","","","","Khanapur","19.0333","78.6667"
"","","","","","Marudur","10.916","78.4509"
"","","","","","Gudikallu","15.7441","77.476"
"","","","","","Vaghodia","22.3","73.38"
"","","","","","Sukhasan","25.9644","86.7732"
"","","","","","Afzala","25.9319","86.2293"
"","","","","","Madakkathara","10.55","76.2583"
"","","","","","Jamira","25.5535","84.7063"
"","","","","","Udayagiri","20.1242","84.3687"
"","","","","","Elanad","10.6167","76.3833"
"","","","","","Kesariya","26.3342","84.8548"
"","","","","","Yedapalli","18.6789","77.9505"
"","","","","","Palakkuzhi","9.8833","76.6139"
"","","","","","Chembrassheri","11.1243","76.2582"
"","","","","","Dundigal","17.5781","78.4288"
"","","","","","Panjgirain Kalan","30.6096","74.9143"
"","","","","","Nagnur","16.14","74.81"
"","","","","","Nallajerla","16.95","81.4"
"","","","","","Gullapuram","10.0657","77.6446"
"","","","","","Villanchirai","9.7198","76.6517"
"","","","","","Bhakua","26.5167","86.1974"
"","","","","","Kulharia","25.3382","86.7612"
"","","","","","Kadattur","12.0861","78.2926"
"","","","","","Chinna Mushidivada","17.8057","83.2033"
"","","","","","Daharia","26.1807","87.0043"
"","","","","","Ghordaur","25.7089","86.612"
"","","","","","Kotgir","18.5722","77.8243"
"","","","","","Talegaon Dhamdhere","18.6678","74.1536"
"","","","","","Basaon","26.2082","84.6174"
"","","","","","Vellarivalli","11.6003","77.7927"
"","","","","","Benaulim","15.27","73.9346"
"","","","","","Pariharpur","26.4026","86.1256"
"","","","","","Gaundra","26.3683","85.0036"
"","","","","","Amaravati","16.573","80.358"
"","","","","","Uppidamangalam","10.9034","78.1575"
"","","","","","Panapakkam","12.921","79.5663"
"","","","","","Velanganni","10.6814","79.8508"
"","","","","","Vikravandi","12.0369","79.546"
"","","","","","Abhwar","26.174","86.6324"
"","","","","","Telmar","25.4237","85.4358"
"","","","","","Besarh","25.9537","87.0491"
"","","","","","Chimalapadu","16.8902","80.6505"
"","","","","","Paruchuru","15.967","80.275"
"","","","","","Bagli","22.6412","76.3488"
"","","","","","Barka Parbatta","25.3396","87.0576"
"","","","","","Mangalapur","13.6245","79.5803"
"","","","","","Tiorpara","22.238","88.5614"
"","","","","","Bijai","25.4711","87.0874"
"","","","","","Nattappettai","12.8187","79.7493"
"","","","","","Sigli","15.0631","75.4667"
"","","","","","Vemulapudi","17.6087","82.6138"
"","","","","","Payyanadam","11.0108","76.4457"
"","","","","","Pazhanji","10.6885","76.0505"
"","","","","","Mangalapuram","11.5667","78.3788"
"","","","","","Marungur","8.1721","77.5037"
"","","","","","Rajpur","25.0768","84.2055"
"","","","","","Chandi","22.3503","88.2828"
"","","","","","Amarpura","26.3667","73.9833"
"","","","","","Dambal","15.296","75.7737"
"","","","","","Tiruvarpu","9.5811","76.4749"
"","","","","","Pataili","25.7872","85.8316"
"","","","","","Dohta","26.1071","87.9091"
"","","","","","Bachhauta","25.5242","86.4606"
"","","","","","Dumaria","26.7652","84.3964"
"","","","","","Narayangarh","24.2708","75.0501"
"","","","","","Kagvad","16.48","74.78"
"","","","","","Goh","24.9845","84.6498"
"","","","","","Sirhali Kalan","31.2782","74.9413"
"","","","","","Ratnapuram","18.6283","79.5517"
"","","","","","Undrajavaram","16.7866","81.6997"
"","","","","","Padaivedu","11.4401","77.8089"
"","","","","","Aginiparru","16.6817","80.7839"
"","","","","","Annamalainagar","11.4","79.7333"
"","","","","","Panchgani","17.925","73.8"
"","","","","","Fatehpur","25.5089","85.1939"
"","","","","","Ettapur","11.6625","78.4764"
"","","","","","Tummanatti","11.4284","76.7585"
"","","","","","Raghunathpur","25.5615","84.305"
"","","","","","Buttar","31.0038","75.3973"
"","","","","","Modakkurichchi","11.2329","77.7794"
"","","","","","Peringom","12.2236","75.3139"
"","","","","","Karivalamvandanallur","9.2715","77.5416"
"","","","","","Doddipatla","16.5167","81.8436"
"","","","","","Muragacha","22.696","88.42"
"","","","","","Sumbha","25.5789","86.3608"
"","","","","","Kuttyattur","11.9754","75.4927"
"","","","","","Chhapra","26.4005","85.3721"
"","","","","","Manivilundan","11.6004","78.7169"
"","","","","","Dharmaram","18.3038","79.4892"
"","","","","","Daulatnagar","25.3216","87.8443"
"","","","","","Nanjai Kilabadi","11.2658","77.77"
"","","","","","Dharphari","26.1501","84.9564"
"","","","","","Perladka","12.6426","75.1049"
"","","","","","Sabang","22.183","87.599"
"","","","","","Mahalpur","31.3618","76.0377"
"","","","","","Gopalasamudram","8.6747","77.6379"
"","","","","","Jula Buzarg","19.4639","76.9861"
"","","","","","Arsali","24.3754","83.5903"
"","","","","","Mathurapur","24.9073","85.9836"
"","","","","","Bichkunda","18.4","77.7167"
"","","","","","Kathevaram","16.261","80.636"
"","","","","","Khiria","25.6047","87.4578"
"","","","","","Bondada","16.5295","81.4549"
"","","","","","Tonakkal","8.6312","76.9555"
"","","","","","Guttal","14.8333","75.6333"
"","","","","","Bundala","31.5333","74.9833"
"","","","","","Hissaramuruvani","15.771","77.4194"
"","","","","","Jobat","22.416","74.5683"
"","","","","","Marathalli","12.15","77.1"
"","","","","","Auria","24.8563","87.0112"
"","","","","","Manikpur","25.1339","86.6777"
"","","","","","Penamaluru","16.4681","80.7194"
"","","","","","Hajan","34.2989","74.6168"
"","","","","","Samalsar","30.6364","74.9983"
"","","","","","Hulkoti","15.4333","75.5333"
"","","","","","Bajala","12.8537","74.8853"
"","","","","","Kaua Kol","24.8447","85.8867"
"","","","","","Gothva","23.4781","72.5624"
"","","","","","Tetari","25.3757","87.0691"
"","","","","","Saktipur","23.864","88.1987"
"","","","","","Ayodhyapattanam","11.6755","78.2409"
"","","","","","Koregaon","18.6456","74.0592"
"","","","","","Maqsuda","26.241","86.0585"
"","","","","","Barhi","24.3045","85.4195"
"","","","","","Sargur","11.9997","76.3961"
"","","","","","Shitab Diara","25.7563","84.6133"
"","","","","","Kanabur","13.3523","75.4517"
"","","","","","Kallur","16.1405","77.2081"
"","","","","","Rajupalem","15.1385","79.996"
"","","","","","Tirumakudal Narsipur","12.2121","76.9018"
"","","","","","Kavital","16.1082","76.7962"
"","","","","","Medapadu","17.0044","82.1001"
"","","","","","Kottaram","8.1188","77.5243"
"","","","","","Gurlapeta","18.1167","83.4167"
"","","","","","Takkolam","13.0164","79.7325"
