"Airport Name","latitude_deg","longitude_deg","iata_code","","City Name","lat","lng"
"","","","","","Aklera","24.42","76.57"
"","","","","","Rawatbhata","24.93","75.58"
"","","","","","Satana","20.5797","74.216"
"","","","","","Basavana Bagevadi","16.5728","75.9725"
"","","","","","Huzurabad","18.2","79.42"
"","","","","","Attingal","8.68","76.83"
"","","","","","Hatta","24.1341","79.6012"
"","","","","","Malavalli","12.38","77.08"
"","","","","","Sarangpur","23.57","76.47"
"","","","","","Sandur","15.1","76.55"
"","","","","","Kanigiri","15.4","79.5167"
"","","","","","Jaito","30.4509","74.8829"
"","","","","","Phulbani","20.47","84.23"
"","","","","","Lahar","26.194","78.9414"
"","","","","","Pilibangan","29.4888","74.0748"
"","","","","","Gajendragarh","15.7363","75.9698"
"","","","","","Jale","26.38","85.72"
"","","","","","Paravur Tekkumbhagam","8.811","76.669"
"","","","","","Vettur","8.7178","76.7444"
"","","","","","Chunar","25.13","82.9"
"","","","","","Ratia","29.6833","75.575"
"","","","","","Kadiyam","16.9167","81.8333"
"","","","","","Bahadurganj","26.2617","87.8244"
"","","","","","Jagdispur","25.4674","84.4204"
"","","","","","Sitalkuchi","26.1697","89.1914"
"","","","","","Pujali","22.4679","88.1452"
"","","","","","Dargot","31.2411","76.9358"
"","","","","","Dachepalle","16.6","79.7333"
"","","","","","Nakodar","31.1275","75.4781"
"","","","","","Lunavada","23.1333","73.6167"
"","","","","","Dalkola","25.8767","87.8414"
"","","","","","Bindki","26.03","80.6"
"","","","","","Kankuria","24.6523","87.9604"
"","","","","","Vavur","11.2167","75.9083"
"","","","","","Musiri","10.9518","78.4434"
"","","","","","Pathri","19.25","76.45"
"","","","","","Kesavapuram","8.4212","76.9996"
"","","","","","Mahe","11.7011","75.5367"
"","","","","","Tuensang","26.2716","94.8314"
"","","","","","Mulavana","8.9936","76.6765"
"","","","","","Manoli","15.78","75.12"
"","","","","","Lakshmeshwar","15.13","75.47"
"","","","","","Zira","30.97","74.99"
"","","","","","Karamadai","11.2428","76.9617"
"","","","","","Robertsganj","24.7","83.07"
"","","","","","Thana Bhawan","29.5833","77.4167"
"","","","","","Hojai","26","92.87"
"","","","","","Kidangazhi","11.0333","76.1"
"","","","","","Nemmara","10.5934","76.6006"
"","","","","","Punarakh","25.493","85.8054"
"","","","","","Patamundai","20.57","86.57"
"","","","","","Kodaikanal","10.23","77.48"
"","","","","","Chelora","11.8892","75.4293"
"","","","","","Ichchapuram","19.12","84.7"
"","","","","","Purna","19.18","77.05"
"","","","","","Maur","30.0833","75.25"
"","","","","","Nargund","15.72","75.38"
"","","","","","Parappur","11.0335","76.0001"
"","","","","","Kotma","23.2038","81.979"
"","","","","","Nellaya","10.8729","76.289"
"","","","","","Balarampuram","8.3833","77.0833"
"","","","","","Dinhata","26.13","89.47"
"","","","","","Dighwara","25.7443","85.01"
"","","","","","Garhakota","23.7791","79.1432"
"","","","","","Vempalle","14.3667","78.4667"
"","","","","","Wai","17.95","73.89"
"","","","","","Malpura","26.28","75.38"
"","","","","","Pihani","27.6199","80.2034"
"","","","","","Shirdi","19.77","74.48"
"","","","","","Nim ka Thana","27.735","75.7797"
"","","","","","Taloda","21.5607","74.22"
"","","","","","Naduvattam","11.0583","75.8569"
"","","","","","Chekkal","8.3653","77.1075"
"","","","","","Tarikere","13.7104","75.8122"
"","","","","","Mokokchung","26.32","94.5"
"","","","","","Majhaul","25.557","86.128"
"","","","","","Partur","19.5911","76.2161"
"","","","","","Jalarpet","12.5703","78.5732"
"","","","","","Tirkadavur","8.9206","76.5948"
"","","","","","Huzurnagar","16.9","79.8833"
"","","","","","Pantnagar","28.97","79.41"
"","","","","","Kattipparutti","10.8833","76.05"
"","","","","","Kalakkadu","8.5138","77.5494"
"","","","","","Kharagpur","25.1245","86.5558"
"","","","","","Shiggaon","14.991","75.223"
"","","","","","Mahna","30.228","74.9937"
"","","","","","Hole Narsipur","12.7863","76.2433"
"","","","","","Chitapur","17.1201","77.0869"
"","","","","","Medchal","17.6297","78.4814"
"","","","","","Narsampet","17.9285","79.8925"
"","","","","","Uravakonda","14.95","77.27"
"","","","","","Savanur","14.9731","75.3328"
"","","","","","Rafiganj","24.82","84.65"
"","","","","","Aravankara","11.0745","75.9369"
"","","","","","Sirohi","24.885","72.8625"
"","","","","","Udhampur","32.916","75.1419"
"","","","","","Umarga","17.84","76.6217"
"","","","","","Hamirpur","25.95","80.15"
"","","","","","Ulliyil","12.0333","75.65"
"","","","","","Guskhara","23.5","87.75"
"","","","","","Chakapara","22.63","88.35"
"","","","","","Surandai","8.9773","77.4206"
"","","","","","Usilampatti","9.9651","77.7885"
"","","","","","Perunad","8.9563","76.64"
"","","","","","Giddalur","15.3764","78.9251"
"","","","","","Pappinissheri","11.95","75.35"
"","","","","","Tazhakara","9.2551","76.5539"
"","","","","","Pandaul","26.2517","86.0747"
"","","","","","Bibhutpur","25.6878","85.9992"
"","","","","","Rawatsar","29.28","74.38"
"","","","","","Pulppatta","11.1511","76.0669"
"","","","","","Yellandu","17.6","80.33"
"","","","","","Marancheri","10.7383","75.9736"
"","","","","","Wokha","26.1","94.27"
"","","","","","Bapaura","28.815","76.063"
"","","","","","Chiplun","17.53","73.52"
"","","","","","Harra","29.1278","77.4861"
"","","","","","Mel Nariyappanur","11.6495","78.8599"
"","","","","","Dulhanganj","25.382","84.858"
"","","","","","Karumattampatti","11.1093","77.182"
"","","","","","Lingsugur","16.17","76.52"
"","","","","","Shiyali","11.2391","79.7357"
"","","","","","Madukkarai","10.9057","76.9634"
"","","","","","Alandatte","12.191","75.4673"
"","","","","","Vadigenhalli","13.29","77.8"
"","","","","","Hirakud","21.525","83.8727"
"","","","","","Munnarkod","10.98","76.47"
"","","","","","Mannarakkat","10.98","76.47"
"","","","","","Allagadda","15.1322","78.5138"
"","","","","","Khajamahalpur","17.8","77.36"
"","","","","","Safidon","29.42","76.67"
"","","","","","Kolattupuzha","8.9082","77.0555"
"","","","","","Dhamnod","22.2093","75.4706"
"","","","","","Manamadurai","9.6956","78.4564"
"","","","","","Marutharod","10.7737","76.6973"
"","","","","","Banda","24.0449","78.9609"
"","","","","","Paithan","19.4751","75.3856"
"","","","","","Dapoli","17.7589","73.1856"
"","","","","","Kulittalai","10.9357","78.4241"
"","","","","","Ankola","14.6605","74.3047"
"","","","","","Madakalavaripalli","14.7475","79.0843"
"","","","","","Zaidpur","26.83","81.33"
"","","","","","Kita Chauhattar","25.677","84.872"
"","","","","","Degana","26.8951","74.3222"
"","","","","","Kalaruch","34.5731","74.321"
"","","","","","Aiyappan Kovil","9.7158","77.0333"
"","","","","","Vedaranniyam","10.3774","79.8495"
"","","","","","Baraidih","25.9798","86.1434"
"","","","","","Badiadka","12.5833","75.0667"
"","","","","","Tiruvur","17.1","80.6"
"","","","","","Kokrajhar","26.4","90.27"
"","","","","","Risod","19.97","76.78"
"","","","","","Almora","29.5971","79.6591"
"","","","","","Balarampur","26.2432","89.5863"
"","","","","","Titlagarh","20.2871","83.1466"
"","","","","","Waris Aliganj","25.01","85.63"
"","","","","","Jamkhed","18.72","75.32"
"","","","","","Rudarpur","26.4293","83.6104"
"","","","","","Kallidaikurichi","8.6859","77.4659"
"","","","","","Annigeri","15.4251","75.4335"
"","","","","","Pulgaon","20.726","78.317"
"","","","","","Mulavur","10.0111","76.6056"
"","","","","","Toda Bhim","26.9167","76.8167"
"","","","","","Byadgi","14.6733","75.4868"
"","","","","","Kadungapuram","11.0167","76.0667"
"","","","","","Bangaon","25.8673","86.5115"
"","","","","","Narsipatnam","17.665","82.614"
"","","","","","Kaippakancheri","10.938","75.987"
"","","","","","Vemalwada","18.4667","78.8833"
"","","","","","Kasba","25.8564","87.5384"
"","","","","","Chavakkad","10.582","76.041"
"","","","","","Manganam","9.7958","76.45"
"","","","","","Chempalli","12.0451","75.5074"
"","","","","","Dhekiajuli","26.7037","92.4781"
"","","","","","Mangalam","10.845","75.919"
"","","","","","Vettam","10.8667","75.9"
"","","","","","Madhubani","26.5147","84.7645"
"","","","","","Angamali","10.196","76.386"
"","","","","","Darsi","15.7667","79.6833"
"","","","","","Siripur","25.997","86.9599"
"","","","","","Madikeri","12.4209","75.7397"
"","","","","","Kondapalle","16.6183","80.5411"
"","","","","","Bamaur","26.339","78.101"
"","","","","","Churi","23.6549","85.0128"
"","","","","","Kidamangalam","10.3167","76.1333"
"","","","","","Hisua","24.8336","85.4173"
"","","","","","Zamania","25.4194","83.5569"
"","","","","","Kavundappadi","11.4248","77.5579"
"","","","","","Kartarpur","31.4427","75.4985"
"","","","","","Borne","25.5431","86.6999"
"","","","","","Shamsabad","27.02","78.13"
"","","","","","Shikarpur","28.2814","78.0108"
"","","","","","Umaria","23.38","81.1"
"","","","","","Tekkebhagam","9.4361","76.5667"
"","","","","","Chanderi","24.72","78.13"
"","","","","","Kareli","22.9153","79.0638"
"","","","","","Hangal","14.7646","75.1246"
"","","","","","Turkauliya","26.6079","84.8296"
"","","","","","Elesvaram","17.2833","82.1"
"","","","","","Fatehpur Sikri","27.091","77.661"
"","","","","","Patratu","23.67","85.28"
"","","","","","Sanchor","24.7536","71.7714"
"","","","","","Lohagaon","20.6","77.6833"
"","","","","","Umarkot","19.6653","82.2063"
"","","","","","Arumuganeri","8.5717","78.0922"
"","","","","","Parambil","11.5575","75.7605"
"","","","","","Udaipur","23.5389","91.4917"
"","","","","","Chand Chaur","25.7276","85.7865"
"","","","","","Mankada","11.0187","76.1755"
"","","","","","Kallur","8.6714","76.7944"
"","","","","","Vadavalli","11.0258","76.9038"
"","","","","","Debagram","23.6833","88.2833"
"","","","","","Nanjikkottai","10.7453","79.1289"
"","","","","","Vilakkudi","9.0167","76.85"
"","","","","","Jamikunta","18.2864","79.4761"
"","","","","","Taranagar","28.6689","75.0406"
"","","","","","Belhi","26.5769","86.1723"
"","","","","","Shamsabad","17.2603","78.3969"
"","","","","","Erraguntla","14.6333","78.5333"
"","","","","","Chemancheri","11.4116","75.735"
"","","","","","Manwat","19.3","76.5"
"","","","","","Chemmaruthi","8.7597","76.7435"
"","","","","","Turaiyur","11.1497","78.5987"
"","","","","","Ketti","11.4","76.7"
"","","","","","Chamtha","25.5789","85.7734"
"","","","","","Pattanapuram","9.0927","76.8612"
"","","","","","Sasthankotta","9.0365","76.6239"
"","","","","","Narsinghgarh","23.7","77.1"
"","","","","","Kalyandrug","14.55","77.1"
"","","","","","Tattamangalam","10.7","76.75"
"","","","","","Eramala","11.6789","75.5931"
"","","","","","Kangayam","11.0054","77.562"
"","","","","","Utraula","27.32","82.42"
"","","","","","Kukshi","22.2068","74.7579"
"","","","","","Mangur","17.9373","80.8185"
"","","","","","Kovur","14.5001","79.9859"
"","","","","","Radhanpur","23.83","71.6"
"","","","","","Munnar","10.0892","77.0597"
"","","","","","Akividu","16.5823","81.3811"
"","","","","","Makhdumpur","25.072","84.973"
"","","","","","Puraini","25.1426","86.9797"
"","","","","","Tholikuzhi","8.6526","77.0704"
"","","","","","Palamel","9.1875","76.6498"
"","","","","","Purattur","10.8022","75.9225"
"","","","","","Alengad","10.1","76.3"
"","","","","","Maur Kalan","30.08","75.25"
"","","","","","Sherpur","25.6539","84.9793"
"","","","","","Jhanjharpur","26.2647","86.2799"
"","","","","","Alamnagar","25.561","86.9014"
"","","","","","Bagasra","21.4833","70.95"
"","","","","","Kottaikuppam","11.9613","79.8392"
"","","","","","Velliyod","11.6256","75.6294"
"","","","","","Singia","25.8424","86.1622"
"","","","","","Tekkekara Kizhakku","9.2","76.5"
"","","","","","Sadabad","27.45","78.05"
"","","","","","Kochugaon","26.5518","90.0762"
"","","","","","Tuljapur","18","76.08"
"","","","","","Lalgola","24.42","88.25"
"","","","","","Masur","17.28","74.2"
"","","","","","Nautan Dube","26.7118","84.503"
"","","","","","Thazhamel","8.8667","76.6667"
"","","","","","Rahatgarh","23.78","78.37"
"","","","","","Shikarpur","14.27","75.35"
"","","","","","Kurivikod","8.3196","77.1104"
"","","","","","Charthawal","29.55","77.5833"
"","","","","","Samdhin","27.137","79.703"
"","","","","","Nauagarhi","25.3443","86.5358"
"","","","","","Deori Khas","23.3902","79.0163"
"","","","","","Kunnatnad","10.0179","76.401"
"","","","","","Kolachel","8.1767","77.2591"
"","","","","","Sanha","25.402","86.3592"
"","","","","","Vellanad","8.4461","77.1971"
"","","","","","Sri Madhopur","27.4667","75.6"
"","","","","","Lumding","25.75","93.17"
"","","","","","Sherpur Khurd","25.5565","83.8052"
"","","","","","Vadakakarai","10.1731","76.2096"
"","","","","","Naspur","18.8604","79.4849"
"","","","","","Unchagao","16.6988","74.2749"
"","","","","","Bramhapuri","20.6068","79.8644"
"","","","","","Rusera","25.7544","86.0258"
"","","","","","Podili","15.604","79.608"
"","","","","","Shrigonda","18.616","74.698"
"","","","","","Kalliyassheri","11.9712","75.3616"
"","","","","","Malaikkal","8.8058","76.8301"
"","","","","","Tummapala","17.7166","82.9965"
"","","","","","Mushabani","22.52","86.45"
"","","","","","Karera","25.4581","78.1358"
"","","","","","Malakanagiri","18.35","81.9"
"","","","","","Tarakeswar","22.89","88.02"
"","","","","","Badami","15.92","75.6803"
"","","","","","Husainabad","24.5285","84"
"","","","","","Bairi Chak","24.6951","84.9913"
"","","","","","Leh","34.1642","77.5847"
"","","","","","Pattanakkad","9.7286","76.3189"
"","","","","","Sholinghur","13.12","79.42"
"","","","","","Dharampur","28.6","76.99"
"","","","","","Manavadar","21.5","70.13"
"","","","","","Palaiya Ayakkudi","10.456","77.5595"
"","","","","","Chinnalapatti","10.2875","77.912"
"","","","","","Pattittara","10.8119","76.0915"
"","","","","","Mahemdavad","22.83","72.77"
"","","","","","Gadarpur","29.0437","79.2465"
"","","","","","Ulliyeri","11.4333","75.7833"
"","","","","","Tekkali","18.6057","84.2355"
"","","","","","Pedana","16.2667","81.1667"
"","","","","","Mattathur","10.3792","76.3208"
"","","","","","Pandua","23.08","88.28"
"","","","","","Babura","25.6838","84.7825"
"","","","","","Bannur","12.3329","76.862"
"","","","","","Chengam","12.3112","78.7925"
"","","","","","Talakkad","10.8833","75.9333"
"","","","","","Devarshola","11.5437","76.4404"
"","","","","","Gariadhar","21.53","71.58"
"","","","","","Sankaramangalam","8.6561","76.787"
"","","","","","Nagawaram","17.4875","78.6012"
"","","","","","Mainaguri","26.5658","88.8214"
"","","","","","Karuvakulam","9.7605","77.2205"
"","","","","","Uran","18.89","72.95"
"","","","","","Karjan","22.053","73.1235"
"","","","","","Muvattupula","9.9798","76.5803"
"","","","","","Manawar","22.23","75.08"
"","","","","","Kuttanallur","10.7069","79.5235"
"","","","","","Dhari","21.3261","71.0272"
"","","","","","Mansa","23.43","72.67"
"","","","","","Rehli","23.63","79.08"
"","","","","","Shahpura","25.63","74.93"
"","","","","","Sallimedu","11.1147","77.3975"
"","","","","","Koni","9.241","76.8784"
"","","","","","Chimakurti","15.5149","80.0368"
"","","","","","Taramangalam","11.7","77.98"
"","","","","","Anjad","22.0417","75.0552"
"","","","","","Kaipram","10.8833","76.1833"
"","","","","","Periyanayakkanpalaiyam","11.1544","76.9499"
"","","","","","Egra","21.9","87.53"
"","","","","","Kanniparamba","11.3611","76.0097"
"","","","","","Mussoorie","30.45","78.08"
"","","","","","Sakti","22.03","82.97"
"","","","","","Elur","10.0667","76.3"
"","","","","","Rahimpur","25.4894","86.4774"
"","","","","","Kondarangi Kiranur","10.615","77.724"
"","","","","","Nethirimangalam","10.8054","76.1877"
"","","","","","Margram","24.1512","87.8422"
"","","","","","Mahugaon","22.5748","75.7445"
"","","","","","Jamalpur","25.4112","86.6593"
"","","","","","Arda","32.3087","76.5772"
"","","","","","Mundahal Khurd","28.98","76.195"
"","","","","","Hasanparti","18.0681","79.5236"
"","","","","","Ranpur","22.3752","71.6898"
"","","","","","Patri","23.19","71.8"
"","","","","","Salaya","22.32","69.6"
"","","","","","Edassheri","10.9833","75.9667"
"","","","","","Mundi","22.07","76.5"
"","","","","","Padappakara","8.9667","76.6333"
"","","","","","Sagwara","23.6681","74.0244"
"","","","","","Tirwa","26.962","79.7923"
"","","","","","Kaluvaya","14.5","79.4167"
"","","","","","Masabdisa","25.9682","93.4372"
"","","","","","Magadi","12.97","77.23"
"","","","","","Baghmari","20.2206","85.5014"
"","","","","","Sarpavaram","17.0102","82.225"
"","","","","","Dhandhuka","22.37","71.98"
"","","","","","Saundhonwali","30.3331","77.9608"
"","","","","","Parakadavu","10.2126","76.352"
"","","","","","Koratgi","15.6081","76.6597"
"","","","","","Navapur","21.17","73.78"
"","","","","","Riga","26.6553","85.442"
"","","","","","Birur","13.5972","75.9717"
"","","","","","Kotturu","14.8262","76.2259"
"","","","","","Marhaura","25.97","84.87"
"","","","","","Triprangottur","11.7843","75.6559"
"","","","","","Panakkudi","8.3492","77.5672"
"","","","","","Ozhur","10.9542","75.9167"
"","","","","","Kodayattur","11.2833","75.9833"
"","","","","","Tiruvegapra","10.873","76.125"
"","","","","","Krishnarajpet","12.6662","76.4877"
"","","","","","Talwara","31.9376","75.8866"
"","","","","","Madavur","11.2597","75.9486"
"","","","","","Puthupalli","9.5594","76.5722"
"","","","","","Nattam","10.2249","78.231"
"","","","","","Devarkonda","16.7","78.9333"
"","","","","","Sursand","26.65","85.7167"
"","","","","","Hosdurga","13.7963","76.2841"
"","","","","","Nepanagar","21.4558","76.4494"
"","","","","","Jamai","22.1964","78.5919"
"","","","","","Kalpatta","11.6087","76.0834"
"","","","","","Mannargudi","11.2761","79.552"
"","","","","","Idar","23.839","73.002"
"","","","","","Veliyangod","10.7296","75.9471"
"","","","","","Kollengode","10.6139","76.6908"
"","","","","","Rarott","11.4504","75.9306"
"","","","","","Lakheri","25.67","76.17"
"","","","","","Chiknayakanhalli","13.4161","76.6206"
"","","","","","Maranga","25.7592","87.4665"
"","","","","","Behror","27.8903","76.2861"
"","","","","","Minad","8.85","76.6958"
"","","","","","Sankaridrug","11.4745","77.8691"
"","","","","","Pirakkad","9.35","76.35"
"","","","","","Ibrahimpatnam","16.583","80.5143"
"","","","","","Mudbidri","12.9101","75.003"
"","","","","","Atmakur","14.6167","79.6167"
"","","","","","Vadakku Valliyur","8.3829","77.6122"
"","","","","","Marar","25.5392","86.5074"
"","","","","","Pilachikare","12.0855","75.2545"
"","","","","","Pattikonda","15.4","77.5167"
"","","","","","Nalakadoddi","15.4","77.5167"
"","","","","","Aralam","11.9992","75.764"
"","","","","","Khunti","23.081","85.2774"
"","","","","","Rasra","25.85","83.85"
"","","","","","Garaimari","24.0217","88.6263"
"","","","","","Udaipur","27.7289","75.4716"
"","","","","","Maddagiri","13.66","77.21"
"","","","","","Beldanga","23.93","88.25"
"","","","","","Raghopur","26.1785","86.0892"
"","","","","","Pallijkarani","12.9333","80.2022"
"","","","","","Mahendragarh","28.28","76.15"
"","","","","","Nakrekal","17.1647","79.4275"
"","","","","","Sankrail","22.5583","88.2278"
"","","","","","Colgong","25.2633","87.2326"
"","","","","","Sonamukhi","23.3","87.42"
"","","","","","Kalappatti","11.0794","77.0371"
"","","","","","Vattalkundu","10.163","77.758"
"","","","","","Uttamapalaiyam","9.8","77.3333"
"","","","","","Deodrug","16.4167","76.9341"
"","","","","","Vallikunnam","9.1167","76.5333"
"","","","","","Vandiyur","9.9092","78.1609"
"","","","","","Ponmana","9.0167","76.5167"
"","","","","","Gudalur","11.1455","76.9366"
"","","","","","Placheri","11.8361","76.175"
"","","","","","Kailaras","26.305","77.616"
"","","","","","Kuttuparamba","11.8278","75.5659"
"","","","","","Ariyalur","11.1372","79.0778"
"","","","","","Nahan","30.55","77.3"
"","","","","","Karippira","8.95","76.7167"
"","","","","","Ladwa","29.9958","77.04"
"","","","","","Gidri","30.8461","75.8623"
"","","","","","Pokhram","25.9358","86.1974"
"","","","","","Kudligi","14.905","76.3853"
"","","","","","Virapandi","11.0625","77.3508"
"","","","","","Tiruvambadi","11.3608","76.0089"
"","","","","","Narsimlapet","17.51","79.8044"
"","","","","","Kamalapuram","15.3044","76.4765"
"","","","","","Ponmala","11.0221","76.0432"
"","","","","","Landhaura","29.82","77.93"
"","","","","","Umrat","21.1152","72.857"
"","","","","","Kozhinjampara","10.7333","76.85"
"","","","","","Nongstoin","25.52","91.27"
"","","","","","Raikot","30.65","75.6"
"","","","","","Murliganj","25.9","86.98"
"","","","","","Nauhata","25.9971","86.4887"
"","","","","","Pattambi","10.8057","76.1957"
"","","","","","Pawayan","28.0663","80.1031"
"","","","","","Neduvannur","10.1167","76.35"
"","","","","","Edayikunnam","10.1009","76.3713"
"","","","","","Akkattettar","10.8167","76.65"
"","","","","","Simri Bakhriarpur","25.7216","86.5937"
"","","","","","Sottaiyampalaiyam","11.4053","77.6794"
"","","","","","Manampizha","9.2972","76.65"
"","","","","","Munnalam","9.3317","76.6054"
"","","","","","Bagha Purana","30.6881","75.0984"
"","","","","","Losal","27.4","74.92"
"","","","","","Rajpur","22.3053","74.3525"
"","","","","","Pardi","20.52","72.95"
"","","","","","Pavugada","14.1","77.28"
"","","","","","Nenmem","11.6333","76.2611"
"","","","","","Elanjivaliseri","8.95","76.6667"
"","","","","","Harur","12.051","78.4827"
"","","","","","Banswada","18.3833","77.8833"
"","","","","","Ramanayyapeta","17.3203","82.1014"
"","","","","","Maharajpur","25.0194","79.7319"
"","","","","","Mannanchori","9.5764","76.3481"
"","","","","","Brahmana Periya Agraharam","11.369","77.7063"
"","","","","","Puvali","11.793","76.165"
"","","","","","Tarana","23.33","76.03"
"","","","","","Kizhakkott","11.3583","75.8986"
"","","","","","Puttankulam","8.8111","76.7152"
"","","","","","Saho","25.9718","86.1537"
"","","","","","Srungavarapukota","18.1167","83.1667"
"","","","","","Karanjia","21.7626","85.9732"
"","","","","","Hajipur","31.9771","75.7544"
"","","","","","Edappalli","9.8167","76.3"
"","","","","","Antur","11.987","75.376"
"","","","","","Sirsaganj","27.0569","78.6861"
"","","","","","Kotagiri","11.43","76.88"
"","","","","","Shahpura","27.3897","75.9596"
"","","","","","Chennamangalam","10.1797","76.2097"
"","","","","","Bhambia Bhai","30.4812","75.094"
"","","","","","Sangola","17.4378","75.1939"
"","","","","","Sheohar","26.52","85.3"
"","","","","","Kuli","24.7366","87.9426"
"","","","","","Kalwakurti","16.65","78.48"
"","","","","","Devanhalli","13.23","77.7"
"","","","","","Gingee","12.2528","79.4173"
"","","","","","Saila","25.333","72.367"
"","","","","","Karakurisshi","10.9667","76.4917"
"","","","","","Kushtagi","15.7562","76.1911"
"","","","","","Kanavaikuli","9.85","76.94"
"","","","","","Aron","24.3811","77.4174"
"","","","","","Dhabauli","25.8346","86.8057"
"","","","","","Goriar","25.5513","87.2046"
"","","","","","Vilangudi","9.9458","78.0935"
"","","","","","Malmal","26.4833","86.05"
"","","","","","Umargam","20.2","72.75"
"","","","","","Barughutu","23.8038","85.5555"
"","","","","","Wasi","18.5422","75.7789"
"","","","","","Nibria","22.61","88.25"
"","","","","","Mattul","11.958","75.2942"
"","","","","","Vadnagar","23.785","72.64"
"","","","","","Charkhari","25.4","79.75"
"","","","","","Paivalike","12.6875","74.9833"
"","","","","","Khategaon","22.5957","76.9133"
"","","","","","Tudiyalur","11.0816","76.9446"
"","","","","","Poruvakara","9.0667","76.6333"
"","","","","","Amarpur","25.0397","86.9025"
"","","","","","Tanguturu","15.35","80.05"
"","","","","","Mukher","18.7008","77.3628"
"","","","","","Parsa","26.0021","84.5979"
"","","","","","Pachor","23.7098","76.7339"
"","","","","","Padiyanallur","13.2004","80.1761"
"","","","","","Kantai","26.2142","85.2975"
"","","","","","Rardhu","22.643","72.7762"
"","","","","","Rayamangalam","10.0879","76.5088"
"","","","","","Patjirwa","26.8084","84.3847"
"","","","","","Suluru","13.7","80.018"
"","","","","","Nasriganj","25.0514","84.3284"
"","","","","","Bandipura","34.4167","74.65"
"","","","","","Konnur","16.2013","74.7436"
"","","","","","Vandikarai","9.9912","76.805"
"","","","","","Sadri","25.18","73.43"
"","","","","","Ayyagarpet","17.2197","80.8339"
"","","","","","Nalbari","26.445","91.44"
"","","","","","Penukonda","14.085","77.596"
"","","","","","Balussheri","11.45","75.83"
"","","","","","Varandarapilli","10.4167","76.3333"
"","","","","","Bihpur","25.3889","86.9337"
"","","","","","Pallippurattuseri","9.7566","76.3607"
"","","","","","Nokha","25.1015","84.1228"
"","","","","","Bhander","25.7358","78.7456"
"","","","","","Haliyal","15.3294","74.7633"
"","","","","","Debiapur","26.6358","79.5733"
"","","","","","Ezhipram","9.8233","76.31"
"","","","","","Digboi","27.3932","95.6184"
"","","","","","Parimpudi","17.1171","81.4342"
"","","","","","Afzalpur","17.2011","76.3611"
"","","","","","Irimbiliyam","10.8667","76.0833"
"","","","","","Kuzhittura","8.3165","77.2061"
"","","","","","Raver","21.2431","76.0333"
"","","","","","Malebennur","14.3537","75.74"
"","","","","","Madhura","26.3388","87.1027"
"","","","","","Amangal","16.8499","78.5327"
"","","","","","Bagepalli","13.78","77.79"
"","","","","","Payakaraopeta","17.3627","82.5572"
"","","","","","Basi","30.5872","76.8428"
"","","","","","Kadappuram","10.55","76.1167"
"","","","","","Nainijor","25.6811","84.3456"
"","","","","","Nelliyalam","11.5255","76.3589"
"","","","","","Margherita","27.28","95.68"
"","","","","","Maner","25.65","84.88"
"","","","","","Kulasekharapuram","8.15","77.5"
"","","","","","Pappakurichchi","10.8137","78.7481"
"","","","","","Pamidi","14.95","77.5833"
"","","","","","Kadambanad","9.1167","76.6833"
"","","","","","Kararan","30.772","76.7959"
"","","","","","Areraj","26.5527","84.6726"
"","","","","","Madattukkulam","10.5587","77.366"
"","","","","","Kalikavu","11.172","76.3211"
"","","","","","Gursarai","25.62","79.18"
"","","","","","Punch","33.7703","74.0925"
"","","","","","Vadippatti","10.0843","77.9634"
"","","","","","Bankapur","14.923","75.2622"
"","","","","","Shencottah","8.9733","77.2464"
"","","","","","Magilampupuram","8.8408","78.1497"
"","","","","","Tuvur","11.1","76.2833"
"","","","","","Srinivaspur","13.3378","78.2122"
"","","","","","Trikkunnapuzha","9.25","76.4"
"","","","","","Thatha","25.4988","86.5908"
"","","","","","Gadhada","21.97","71.57"
"","","","","","Meppayyur","11.5167","75.7"
"","","","","","Soron","27.88","78.75"
"","","","","","Alattur","10.6481","76.5383"
"","","","","","Bhuban","20.882","85.8333"
"","","","","","Mamidalapadu","15.831","78.05"
"","","","","","Wellington","11.3655","76.7844"
"","","","","","Nediyanad","11.1297","76.0021"
"","","","","","Nannamukku","10.7167","76.0333"
"","","","","","Talaja","21.35","72.05"
"","","","","","Kuppadi","11.6792","76.2625"
"","","","","","Dalsingh Sarai","25.668","85.8364"
"","","","","","Chettipalaiyam","11.1667","77.335"
"","","","","","Silao","25.0836","85.428"
"","","","","","Rajgarh","27.236","76.622"
"","","","","","Manihari","25.35","87.63"
"","","","","","Lauri","25.1396","80.0011"
"","","","","","Ghataro Chaturbhuj","25.8146","85.1862"
"","","","","","Shahganj","26.056","82.682"
"","","","","","Manasa","24.48","75.15"
"","","","","","Dasuya","31.8168","75.6531"
"","","","","","Perumbalam","10.8311","76.043"
"","","","","","Nyamti","14.14","75.56"
"","","","","","Deogarh","21.5383","84.7334"
"","","","","","Kantabanji","20.4671","82.9204"
"","","","","","Ahmadabad","25.3019","87.7938"
"","","","","","Karumandi Chellipalaiyam","11.3019","77.586"
"","","","","","Maski","15.9581","76.6569"
"","","","","","Tamarakulam","9.4833","76.5"
"","","","","","Panchla","22.54","88.14"
"","","","","","Mandi","31.7069","76.9317"
"","","","","","Mavelikara","9.267","76.55"
"","","","","","Mauganj","24.68","81.88"
"","","","","","Beohari","24.0242","81.3783"
"","","","","","Nadbai","27.23","77.2"
"","","","","","Dinanagar","32.15","75.4667"
"","","","","","Virakeralam","11.0077","76.9126"
